fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
8.2;0.37;0.43;1.3;0.016;12;24;0.9971;3.38;0.55;9.6;6
7.9;0.29;0.48;1.8;0.117;10;27;0.9964;3.06;0.64;11.3;7
9.5;0.49;0.18;1.3;0.02;2;6;0.9979;3.11;0.89;11.3;6
11.5;0.69;0.24;6.1;0.152;8;23;0.9994;3.13;0.47;11.1;5
10.3;0.51;0.0;3.7;0.132;72;155;0.9973;3.33;0.75;11.3;6
7.9;0.8;0.17;2.1;0.049;23;83;0.9949;3.27;0.33;9.4;4
6.4;0.27;0.37;1.6;0.094;28;67;0.995;2.96;0.72;9.9;7
12.8;0.53;0.52;5.3;0.07;22;59;0.9981;3.61;0.91;11.6;6
8.4;0.3;0.06;1.8;0.109;2;7;0.9949;3.0;0.68;10.8;7
8.3;0.59;0.2;1.5;0.046;4;16;0.9971;3.32;0.54;10.5;5
8.3;0.69;0.24;2.4;0.104;1;6;0.996;3.4;0.87;10.2;5
8.7;0.45;0.0;5.5;0.049;5;24;0.9947;3.2;0.72;11.8;6
8.1;0.12;0.39;1.2;0.182;2;6;0.9983;3.41;0.68;8.5;7
7.3;0.56;0.13;1.6;0.052;9;23;0.998;3.16;0.48;10.7;5
7.4;0.61;0.23;5.4;0.049;15;37;0.9941;3.34;0.72;10.3;5
8.3;0.6;0.18;1.5;0.104;26;85;0.9976;2.98;0.54;9.1;5
7.4;0.75;0.12;1.4;0.115;18;57;0.9973;3.49;0.71;12.1;5
7.1;0.34;0.27;2.5;0.061;34;87;0.9983;3.31;0.67;8.4;6
8.5;0.65;0.23;4.2;0.024;2;6;0.997;3.07;0.84;10.5;5
7.9;0.74;0.2;2.2;0.05;1;6;0.9994;3.41;0.56;11.0;5
10.9;0.21;0.13;9.0;0.219;14;21;0.9965;3.56;0.63;9.4;7
4.6;0.59;0.33;2.9;0.096;5;10;0.9962;3.17;0.79;10.7;6
10.2;0.44;0.59;1.3;0.112;5;17;0.9948;3.28;0.62;10.2;6
10.5;0.51;0.3;8.6;0.014;6;24;0.9949;3.23;0.65;11.5;6
4.7;0.59;0.47;2.0;0.05;5;19;0.9948;3.19;0.59;14.2;6
7.7;0.44;0.0;1.7;0.074;10;36;0.9971;3.18;0.63;10.8;6
7.7;0.41;0.3;2.4;0.118;8;17;0.9962;3.21;0.77;11.1;7
5.9;0.53;0.06;1.7;0.015;10;20;0.9973;3.22;0.97;9.4;6
7.0;0.33;0.0;1.3;0.127;14;22;0.9944;3.26;0.37;10.6;6
6.4;0.33;0.13;1.2;0.06;7;17;0.9951;3.24;0.44;10.0;6
11.4;0.65;0.5;2.1;0.025;4;14;0.995;3.43;0.63;11.3;5
9.9;0.32;0.46;3.9;0.035;3;7;1.0008;3.41;0.67;8.9;6
10.5;0.65;0.32;2.5;0.032;6;21;0.9964;3.07;0.62;9.3;5
9.6;0.61;0.0;11.9;0.057;17;61;0.9966;3.22;0.56;11.7;6
6.4;0.22;0.23;1.7;0.015;18;47;0.9966;3.5;0.45;10.6;7
7.4;0.41;0.33;1.7;0.022;14;27;0.9997;3.36;0.55;11.8;6
9.2;0.74;0.31;1.5;0.113;4;17;0.9936;3.36;0.8;10.8;5
6.2;0.35;0.0;1.5;0.021;12;35;0.9966;3.35;0.67;11.0;6
9.6;0.44;0.1;1.7;0.028;11;51;0.9936;3.27;0.77;10.1;6
7.9;0.61;0.26;3.6;0.048;9;27;0.9922;3.3;0.45;10.2;5
7.7;0.67;0.38;4.7;0.056;11;33;0.9953;3.25;0.9;11.5;5
9.6;0.48;0.0;6.7;0.099;9;20;0.9975;3.44;0.56;10.3;6
9.1;0.42;0.24;1.6;0.048;11;29;0.9952;3.25;0.74;11.7;6
7.7;0.78;0.3;4.4;0.106;16;28;0.9975;3.29;0.64;10.3;5
10.3;0.84;0.44;1.8;0.07;2;6;0.9969;3.42;0.57;9.2;4
6.4;0.7;0.41;1.4;0.019;18;63;0.9964;3.26;0.73;9.1;5
9.4;0.54;0.38;4.3;0.022;3;8;0.9991;3.3;0.76;10.2;6
9.4;0.38;0.12;2.7;0.046;2;6;0.9956;3.26;1.11;11.4;7
7.8;0.38;0.0;1.5;0.042;46;110;0.9974;3.3;0.77;9.7;6
8.9;0.62;0.19;2.0;0.094;39;104;0.9933;3.26;0.76;11.2;6
6.1;0.6;0.47;1.7;0.064;2;7;0.9969;3.23;0.85;10.5;6
9.9;0.78;0.54;3.2;0.041;8;25;0.9962;3.2;0.75;11.1;5
8.0;0.64;0.41;2.1;0.023;3;7;0.9945;3.28;0.65;10.1;5
7.4;0.26;0.35;8.0;0.027;9;34;0.9975;3.47;0.71;10.6;7
10.1;0.72;0.35;1.3;0.063;22;98;0.9953;3.41;0.8;11.4;5
7.1;0.35;0.16;1.9;0.045;37;126;1.0;3.07;0.89;10.4;7
5.9;0.46;0.25;2.2;0.055;13;49;0.9921;3.24;0.4;9.9;6
5.6;0.57;0.6;2.2;0.023;6;25;0.9972;3.21;0.34;8.5;5
9.4;0.89;0.09;1.8;0.077;12;20;0.9968;3.07;0.89;11.0;4
6.1;1.08;0.59;3.2;0.127;5;25;0.9962;3.35;0.52;9.6;3
11.4;0.64;0.21;4.3;0.03;30;116;0.9957;3.3;0.38;9.9;5
4.7;0.5;0.53;5.4;0.053;26;87;0.9968;3.62;0.36;9.3;5
11.3;0.62;0.0;3.7;0.235;11;31;0.9987;3.26;0.96;10.2;5
8.7;0.69;0.39;4.1;0.036;6;11;0.9935;3.19;0.81;12.7;5
8.2;0.47;0.13;2.4;0.066;5;14;0.9952;3.18;0.52;10.8;6
7.4;0.85;0.0;3.8;0.018;1;6;0.9947;3.24;0.53;9.7;4
9.0;0.57;0.31;1.7;0.068;21;45;0.9946;3.4;0.67;9.9;5
8.3;0.62;0.47;2.0;0.018;8;24;0.9974;3.42;0.8;8.9;5
10.2;0.65;0.11;1.8;0.204;6;12;0.9978;3.76;0.61;9.2;5
8.5;0.6;0.0;2.1;0.087;9;23;0.9987;3.13;0.52;9.0;5
8.6;0.68;0.25;1.7;0.105;21;41;0.9978;3.32;0.85;10.7;5
7.7;0.42;0.25;6.1;0.085;3;6;0.998;3.21;0.65;10.9;6
8.2;0.43;0.38;1.8;0.065;24;80;0.994;3.36;0.63;10.5;6
8.9;0.33;0.46;1.4;0.048;28;72;0.9995;3.52;0.76;10.8;7
5.3;0.61;0.26;2.3;0.129;36;94;0.9963;3.44;0.33;9.6;5
6.0;0.67;0.63;1.3;0.201;7;18;0.9987;3.13;0.74;9.2;5
9.6;0.61;0.31;1.4;0.053;4;20;0.9941;3.42;0.73;9.2;5
8.6;0.83;0.2;1.6;0.173;7;23;0.9962;2.99;0.42;9.1;4
8.0;0.53;0.0;2.1;0.065;6;21;0.9985;2.94;0.33;10.8;6
8.4;0.65;0.22;2.1;0.058;3;8;0.9968;3.27;0.56;12.6;6
8.9;0.33;0.21;3.6;0.048;12;42;0.9953;3.41;0.69;9.3;6
7.4;0.46;0.46;3.2;0.026;9;25;0.9992;3.36;0.71;10.1;6
7.0;0.65;0.36;2.0;0.012;25;60;0.9945;3.6;0.95;10.6;5
8.7;0.68;0.04;1.8;0.029;1;6;0.9967;3.33;0.69;10.1;5
6.6;0.48;0.3;1.8;0.055;13;46;0.9979;3.29;0.42;10.8;6
9.0;0.52;0.4;3.4;0.041;18;62;1.0007;3.49;0.62;9.8;5
5.4;0.26;0.57;1.3;0.048;18;40;0.9958;3.25;0.44;9.7;6
10.1;0.46;0.44;1.2;0.249;27;54;0.9962;3.37;0.63;10.2;6
9.1;0.69;0.42;3.6;0.038;17;49;0.9959;3.38;0.9;10.8;5
8.8;0.63;0.28;2.2;0.048;33;83;0.9972;3.16;0.74;11.8;5
10.0;0.62;0.35;1.4;0.021;6;20;0.9978;3.37;0.54;10.8;5
11.2;0.54;0.51;1.6;0.015;9;33;0.9988;3.65;0.76;10.2;6
10.1;0.53;0.01;5.2;0.102;1;6;0.9981;3.49;0.53;11.3;6
5.1;0.41;0.2;4.1;0.063;1;6;0.9958;3.18;0.33;11.5;6
6.1;0.65;0.12;3.1;0.098;4;14;0.9982;3.67;0.45;10.1;5
7.2;0.6;0.34;2.2;0.022;2;6;0.9969;3.42;0.74;10.3;5
8.4;0.62;0.51;2.3;0.063;5;13;0.9981;3.38;0.79;10.0;5
9.2;0.43;0.15;6.7;0.03;3;10;0.9982;3.3;0.95;11.3;6
7.1;0.14;0.0;6.3;0.028;1;6;0.9998;3.42;0.72;10.5;8
8.6;0.72;0.19;1.6;0.013;30;95;0.996;3.33;0.89;8.9;5
7.0;0.44;0.45;3.7;0.02;1;6;0.9957;3.31;0.77;10.9;6
7.3;0.37;0.38;1.5;0.034;17;64;0.9975;3.29;0.82;12.0;7
5.9;0.65;0.35;1.6;0.019;3;10;0.9989;3.46;0.85;12.1;6
6.7;0.46;0.22;2.9;0.268;30;128;0.9968;3.44;0.74;9.9;6
6.0;0.72;0.02;2.0;0.034;28;85;0.9991;3.29;0.84;9.7;5
6.6;0.64;0.37;5.2;0.02;14;30;0.998;3.08;0.54;12.5;5
10.2;0.65;0.11;1.3;0.025;14;57;0.9963;3.32;0.33;12.1;5
6.7;0.28;0.7;2.3;0.065;1;6;0.9978;3.2;0.77;10.9;7
12.9;0.74;0.38;5.0;0.016;51;166;0.9959;3.24;0.72;8.6;5
9.2;0.57;0.16;4.7;0.131;26;83;0.9972;3.29;0.51;9.8;5
8.6;0.46;0.15;1.5;0.207;28;85;0.9947;3.15;0.44;9.2;5
6.8;0.55;0.25;1.9;0.029;14;40;0.9966;3.06;0.68;12.4;6
9.5;0.21;0.22;2.6;0.048;6;10;0.9986;3.36;0.78;8.8;7
7.3;0.6;0.49;1.5;0.013;28;61;0.9982;3.32;0.75;12.3;6
8.5;0.34;0.31;6.4;0.073;5;20;0.9979;3.31;0.48;10.3;6
12.8;0.29;0.13;4.9;0.044;11;37;0.9972;3.39;0.52;9.1;6
8.2;0.26;0.64;1.5;0.031;2;10;0.997;3.21;0.77;11.5;7
10.3;0.73;0.28;1.4;0.026;32;69;0.9943;3.36;0.67;11.1;5
7.1;0.42;0.42;1.3;0.076;3;8;0.9963;3.52;0.84;9.1;6
8.3;0.8;0.15;4.8;0.044;4;16;0.997;3.27;0.6;10.4;5
11.4;0.43;0.34;1.5;0.024;11;28;0.9946;3.6;0.78;11.9;6
7.2;0.22;0.33;2.0;0.082;18;48;0.9934;3.32;0.65;10.0;7
11.5;0.33;0.0;2.1;0.062;13;35;0.9988;3.18;0.54;12.2;6
9.6;0.75;0.66;2.6;0.129;4;11;0.9968;3.44;0.82;9.6;5
7.3;0.5;0.52;1.3;0.019;1;6;0.9971;3.29;0.49;8.7;5
9.4;0.43;0.19;1.6;0.104;18;28;0.9978;3.47;0.67;10.5;6
10.0;0.56;0.06;5.2;0.079;52;222;0.9948;3.37;0.69;8.9;6
9.4;0.62;0.34;4.8;0.019;21;47;0.9959;3.26;0.64;10.6;5
5.6;0.73;0.29;3.5;0.083;8;13;0.9996;3.55;0.83;10.4;5
7.1;0.79;0.34;1.2;0.047;29;87;0.9958;3.23;0.76;9.6;5
7.9;0.46;0.31;1.8;0.186;7;20;0.9962;2.98;0.74;12.4;6
8.2;0.29;0.37;2.7;0.021;10;28;0.9954;3.45;0.67;10.4;6
9.4;0.45;0.55;1.7;0.074;9;29;0.9953;3.36;0.97;11.3;6
8.6;0.57;0.38;4.8;0.041;8;29;0.9988;3.51;0.91;11.4;6
6.0;0.36;0.07;2.7;0.201;19;82;0.992;3.18;0.81;12.3;7
9.0;0.36;0.54;1.3;0.036;10;24;0.9958;3.27;0.79;9.1;6
9.4;0.59;0.59;4.8;0.209;6;20;0.9971;3.26;0.56;8.5;5
9.3;0.52;0.89;5.9;0.151;5;16;0.9999;3.45;0.65;12.3;6
10.2;0.53;0.05;1.3;0.031;1;6;0.9945;3.41;0.77;11.0;6
9.8;0.39;0.32;2.3;0.11;12;27;0.9942;3.34;0.84;10.6;6
9.1;0.49;0.0;1.7;0.338;4;8;0.9951;3.35;0.81;10.3;6
8.2;0.36;0.38;1.9;0.029;3;10;0.998;3.13;0.76;10.1;6
5.4;0.69;0.16;1.5;0.046;14;45;0.9969;3.43;1.0;11.3;5
9.1;0.71;0.65;2.5;0.056;15;48;0.994;3.43;0.63;8.9;5
8.7;0.2;0.12;6.0;0.033;18;49;0.9969;3.66;0.83;10.9;7
8.8;0.36;0.0;2.2;0.013;9;27;0.9996;3.38;0.81;11.5;6
6.1;0.26;0.18;1.3;0.027;28;83;0.9972;3.41;0.73;11.2;7
6.4;0.41;0.0;2.7;0.032;34;91;0.997;3.38;0.74;10.3;6
10.2;0.51;0.42;1.8;0.047;21;75;0.9971;3.2;0.74;10.4;6
8.3;0.27;0.0;4.1;0.023;13;28;0.9975;3.5;0.54;11.8;7
9.5;0.36;0.28;2.1;0.136;5;13;0.9943;3.3;0.73;11.0;7
8.4;0.35;0.0;1.5;0.085;50;154;0.9963;3.28;0.79;12.3;7
8.4;0.57;0.21;1.5;0.017;5;13;0.9964;3.29;0.71;8.6;5
10.0;0.54;0.59;3.4;0.075;4;8;0.9958;3.3;0.34;11.4;5
7.4;0.4;0.34;1.7;0.076;8;27;0.998;3.24;0.39;9.6;6
8.5;0.56;0.1;3.4;0.2;2;6;0.9955;3.34;0.52;10.3;5
7.5;0.43;0.26;1.5;0.012;47;109;0.996;3.3;0.64;11.9;6
7.6;0.48;0.27;1.8;0.029;12;33;0.9943;3.28;0.53;9.3;6
7.8;0.83;0.36;2.1;0.17;11;25;0.9974;3.39;0.77;12.7;5
8.7;0.77;0.0;5.5;0.173;14;41;0.9985;3.32;0.86;11.6;5
7.5;0.3;0.39;5.2;0.089;9;25;0.996;3.23;0.88;11.0;7
10.5;0.68;0.0;1.5;0.099;1;6;0.9982;3.19;0.72;9.4;5
6.8;0.67;0.15;1.9;0.018;12;32;0.9964;3.33;0.84;10.2;5
8.0;0.32;0.18;1.4;0.055;16;61;0.9919;3.2;0.56;10.0;6
7.6;0.67;0.39;2.3;0.028;7;25;0.9966;3.18;0.63;9.1;5
10.8;0.8;0.28;2.1;0.024;18;29;0.9964;3.19;0.46;11.6;5
8.7;0.33;0.0;4.7;0.112;4;15;0.9969;3.35;0.86;10.0;6
10.1;0.36;0.08;5.2;0.021;4;14;0.9972;3.49;0.99;10.2;6
5.7;0.71;0.31;1.9;0.05;3;10;0.9954;3.36;0.6;10.3;5
8.8;0.58;0.26;2.2;0.179;7;24;0.9995;3.45;0.33;10.2;5
9.9;0.63;0.16;4.6;0.024;24;71;0.9966;3.3;0.5;11.0;5
8.5;0.59;0.18;3.7;0.241;22;77;0.9963;3.33;0.55;9.8;5
10.2;0.6;0.41;1.2;0.322;7;18;0.9981;3.57;0.43;11.5;5
7.4;0.29;0.17;1.8;0.061;12;43;0.9967;3.44;0.48;9.8;7
10.8;0.72;0.25;2.0;0.023;16;52;1.0016;3.46;0.69;10.4;5
12.3;0.74;0.69;1.6;0.035;4;8;0.9963;3.27;0.77;9.0;5
7.7;0.49;0.0;1.5;0.045;3;12;0.9974;3.31;0.33;11.6;6
7.5;0.52;0.0;1.3;0.034;44;127;0.9953;3.37;0.57;11.8;6
10.8;0.25;0.42;2.7;0.032;13;35;0.9984;3.22;0.66;11.2;7
11.1;0.62;0.14;1.7;0.227;49;129;0.9973;2.95;0.48;10.6;5
7.4;0.63;0.21;1.3;0.022;6;16;0.9961;3.37;0.7;10.4;5
7.6;0.52;0.12;1.6;0.091;16;50;0.995;3.46;0.64;8.7;5
7.8;0.73;0.22;3.6;0.012;4;9;0.9942;3.32;0.58;9.0;5
6.0;0.47;0.58;4.1;0.066;5;8;0.9975;3.22;0.51;11.2;6
6.7;0.63;0.43;2.2;0.161;10;21;0.9941;3.26;0.7;10.2;5
6.6;0.35;0.44;2.0;0.032;6;19;0.9992;3.0;0.53;9.0;6
7.0;0.52;0.0;6.9;0.024;3;9;0.9943;3.26;0.36;8.9;5
8.3;0.5;0.05;1.5;0.075;5;18;0.9964;3.14;0.66;11.1;6
8.7;0.57;0.0;1.6;0.087;1;6;0.995;3.2;0.45;11.4;5
11.0;0.46;0.11;1.7;0.082;16;57;0.9968;3.13;0.38;8.8;5
6.6;0.5;0.46;1.5;0.035;9;22;0.9968;3.11;0.68;10.6;6
10.0;0.68;0.37;1.9;0.029;2;6;0.9975;3.16;0.63;10.8;5
7.9;0.45;0.23;4.8;0.199;3;10;0.9938;3.41;0.51;9.8;6
8.2;0.24;0.27;2.6;0.166;2;7;0.9952;3.23;0.7;11.7;7
9.5;0.84;0.14;2.0;0.049;12;35;0.9985;3.14;0.73;10.1;4
6.4;0.78;0.31;5.3;0.124;2;6;0.998;3.43;0.7;8.6;5
9.0;0.3;0.42;1.3;0.048;18;31;0.992;3.33;0.69;10.2;7
8.6;0.65;0.0;1.6;0.045;1;6;0.9974;2.95;0.39;11.9;5
9.2;0.44;0.33;2.5;0.022;4;15;0.9947;3.46;0.88;10.1;6
8.8;0.58;0.45;2.6;0.045;28;69;0.9956;3.32;0.75;9.3;5
12.6;0.58;0.19;1.3;0.058;16;54;0.9963;3.43;0.5;11.1;5
7.2;0.49;0.41;2.0;0.013;2;6;0.9997;3.28;0.66;10.7;6
7.4;0.39;0.82;2.8;0.047;22;84;0.9947;3.56;0.69;10.4;6
7.2;0.4;0.25;3.0;0.103;9;18;0.994;3.25;0.65;10.9;6
7.4;0.36;0.35;2.7;0.08;24;68;0.9976;2.91;0.96;9.7;7
7.2;0.38;0.13;1.8;0.072;12;34;0.9966;3.17;0.33;9.8;6
10.4;0.52;0.31;1.3;0.156;15;46;0.999;3.39;0.41;11.2;6
10.8;0.4;0.36;2.0;0.013;61;260;0.996;3.34;0.33;9.4;6
7.3;0.65;0.31;1.4;0.061;4;12;0.999;3.29;0.67;12.1;5
6.9;0.79;0.07;5.6;0.105;13;46;0.9967;3.16;0.75;11.7;5
9.1;0.42;0.31;2.2;0.059;8;24;0.9977;3.31;0.72;9.2;6
7.4;0.57;0.56;1.8;0.035;1;6;0.9998;3.31;0.61;12.0;6
9.4;0.62;0.36;3.4;0.021;1;6;0.9964;3.31;0.73;10.6;5
8.7;0.61;0.46;2.2;0.143;3;7;0.9987;3.39;0.61;11.9;5
5.7;0.54;0.22;1.8;0.05;14;36;0.9955;3.34;0.78;10.6;6
11.0;0.66;0.42;3.7;0.138;11;37;0.9971;3.27;0.85;10.2;5
11.4;0.61;0.33;4.2;0.065;11;26;0.994;3.16;0.5;10.1;5
7.3;0.31;0.09;2.9;0.079;1;6;0.9957;3.52;0.61;8.4;6
7.6;0.68;0.33;1.3;0.11;9;23;0.9947;3.62;0.64;11.4;5
8.8;0.69;0.08;2.5;0.077;32;105;0.999;3.58;0.9;9.7;5
8.9;0.39;0.15;3.4;0.042;7;20;1.0;3.42;0.52;11.4;6
9.5;0.53;0.31;1.4;0.055;13;31;0.996;3.05;0.84;12.2;6
11.8;0.65;0.33;1.6;0.109;19;74;0.9952;3.03;0.41;9.8;5
8.0;0.49;0.04;4.4;0.04;19;62;0.9942;3.23;0.87;9.7;6
6.9;0.72;0.48;1.2;0.041;10;29;0.9972;3.3;0.8;11.5;5
5.9;0.95;0.38;3.3;0.018;24;81;0.9956;3.3;0.63;9.9;3
7.0;0.39;0.13;2.2;0.16;7;12;0.9957;3.34;0.81;11.8;7
8.3;0.28;0.0;2.1;0.018;27;128;0.9998;3.1;0.57;9.7;6
11.4;0.58;0.24;1.2;0.075;4;13;0.9961;3.56;0.5;12.0;6
7.4;0.66;0.18;3.8;0.044;5;7;0.9978;3.54;0.95;10.1;5
8.7;0.49;0.29;1.9;0.043;2;7;0.9968;3.11;0.57;10.8;6
8.3;0.79;0.2;2.4;0.08;20;48;0.9941;3.02;0.77;11.5;5
10.4;0.29;0.0;2.9;0.016;7;29;0.9932;3.3;0.85;11.0;7
12.7;0.65;0.2;3.0;0.066;4;13;0.9976;3.51;0.8;11.6;5
7.4;0.42;0.21;5.9;0.101;4;7;0.9999;3.31;0.76;8.9;6
7.5;0.84;0.39;2.3;0.118;29;92;0.9973;3.35;0.77;10.0;5
10.1;0.88;0.13;2.0;0.023;23;71;0.9979;3.24;0.84;10.5;5
9.5;0.39;0.6;5.8;0.149;11;42;0.995;3.33;0.71;9.6;6
11.5;0.43;0.0;2.7;0.076;12;43;0.9986;3.46;0.65;11.5;6
9.3;0.68;0.53;1.7;0.14;9;18;0.9986;3.37;0.43;9.9;5
7.7;0.46;0.23;1.4;0.052;7;26;0.9954;3.4;0.71;9.6;6
9.3;0.52;0.44;4.0;0.059;31;82;0.9977;3.05;0.83;11.4;6
10.2;0.53;0.29;1.9;0.163;3;11;0.9933;3.64;0.47;9.3;6
9.7;0.18;0.49;2.8;0.15;8;20;0.9981;3.06;0.62;9.4;7
9.2;0.53;0.2;2.2;0.048;6;17;0.9956;3.34;0.73;11.0;6
10.2;0.4;0.06;1.5;0.031;9;22;0.9944;3.29;0.92;11.9;7
10.4;0.44;0.55;2.6;0.042;8;22;0.9975;3.29;0.46;10.6;6
10.7;0.79;0.25;1.3;0.041;10;23;0.9933;3.44;0.79;8.7;5
9.4;0.3;0.31;2.0;0.032;3;11;0.9974;3.2;0.6;11.2;6
8.0;0.67;0.51;2.4;0.031;10;19;0.9945;3.24;0.54;9.8;5
8.6;0.48;0.07;2.1;0.13;4;16;0.9941;3.13;0.5;11.6;6
10.4;0.48;0.39;3.3;0.016;3;13;0.9968;3.48;0.55;10.0;6
6.9;0.67;0.16;3.8;0.08;2;7;0.9964;3.35;0.74;11.6;5
9.0;0.59;0.25;3.4;0.023;18;55;0.9995;3.41;0.62;10.0;5
7.6;0.63;0.29;1.3;0.037;8;17;0.9943;3.44;0.78;9.7;5
8.4;0.7;0.0;1.5;0.016;13;37;0.9993;3.62;0.47;8.4;5
10.5;0.47;0.12;2.4;0.031;17;58;0.9945;3.59;0.78;9.7;6
8.7;0.42;0.53;5.3;0.1;15;45;0.9984;3.36;0.73;10.6;6
8.4;0.33;0.44;3.9;0.142;9;28;0.9988;3.34;0.4;10.5;6
6.0;0.38;0.26;4.0;0.027;7;28;0.9973;3.23;0.91;11.1;7
9.6;1.06;0.32;1.7;0.049;7;23;0.9952;3.43;0.72;11.8;3
9.4;0.75;0.21;2.0;0.05;13;42;0.9938;3.42;0.79;10.5;5
12.1;0.29;0.54;2.2;0.136;9;14;0.993;3.2;0.85;10.5;7
7.8;0.29;0.23;1.5;0.098;24;56;1.0002;3.42;0.82;11.6;7
8.7;0.61;0.32;1.2;0.055;26;69;0.9961;3.47;0.64;10.7;5
8.8;0.63;0.49;5.6;0.079;3;6;0.9946;3.14;0.78;9.4;5
11.1;0.63;0.12;1.6;0.125;3;6;0.9945;3.34;0.35;9.9;5
8.2;0.48;0.57;1.6;0.013;13;36;0.997;3.3;0.72;8.4;5
8.8;0.51;0.0;1.3;0.043;5;15;0.9959;3.31;0.95;9.4;6
9.4;0.59;0.59;5.2;0.155;1;6;0.9931;3.16;0.54;8.6;5
8.6;0.54;0.2;2.5;0.093;27;78;0.9983;3.03;0.81;10.8;6
7.5;0.13;0.22;2.8;0.059;4;13;0.9973;3.19;0.96;11.7;8
8.7;0.49;0.0;4.8;0.057;33;87;1.0002;3.17;0.78;9.4;6
10.2;0.38;0.18;1.8;0.038;16;49;0.9989;3.37;0.83;9.5;6
6.5;0.56;0.07;2.7;0.056;18;61;0.9908;3.37;0.39;11.4;5
8.6;1.06;0.15;1.3;0.076;4;15;0.9994;3.36;0.5;9.9;3
7.1;0.59;0.24;1.5;0.045;4;11;0.999;3.1;0.9;10.7;5
10.4;0.47;0.46;3.9;0.087;10;31;0.9953;3.14;0.82;11.2;6
5.7;0.69;0.31;3.4;0.13;3;12;0.9959;3.22;0.74;9.7;5
7.3;0.61;0.33;1.8;0.022;5;10;0.9975;3.31;0.61;9.7;5
9.0;0.6;0.06;1.9;0.048;6;26;0.9948;3.26;0.71;9.9;5
11.0;0.64;0.1;2.3;0.043;3;12;0.9962;3.36;0.95;8.8;5
8.2;0.9;0.62;1.2;0.082;4;6;0.9986;3.46;0.64;10.9;4
7.4;0.33;0.13;1.6;0.029;20;65;0.9977;3.16;0.78;11.1;7
11.6;0.61;0.59;1.6;0.073;3;8;0.9954;3.16;0.77;10.5;5
5.8;0.36;0.22;1.6;0.138;1;6;0.9986;3.33;0.54;11.9;6
4.6;0.63;0.27;3.7;0.044;13;42;0.9973;3.3;0.56;10.1;5
9.1;0.36;0.48;1.7;0.157;46;176;0.9972;3.43;0.92;11.1;7
7.4;0.45;0.52;1.5;0.311;6;15;0.9957;3.31;0.75;10.9;6
6.5;0.48;0.25;2.3;0.019;3;7;0.9967;3.58;0.54;9.6;5
9.6;0.7;0.2;4.2;0.028;11;37;0.9952;3.07;0.61;11.7;5
8.7;0.69;0.26;1.6;0.192;29;102;0.993;3.44;0.49;10.6;5
7.3;0.31;0.34;1.3;0.203;19;43;0.9962;3.34;0.84;11.5;7
6.1;0.54;0.44;1.9;0.018;13;56;0.9965;3.09;0.62;9.0;5
9.8;0.4;0.27;3.3;0.013;6;14;0.997;2.99;0.62;10.5;6
9.5;0.3;0.39;2.4;0.023;10;39;0.999;3.14;0.8;9.9;7
8.1;0.49;0.59;3.7;0.343;2;7;0.9955;3.5;0.37;9.5;5
11.5;0.47;0.35;6.0;0.024;15;51;0.996;3.48;0.65;11.9;6
6.5;0.96;0.33;3.6;0.054;16;41;0.9982;3.29;0.66;10.6;4
5.7;0.61;0.0;2.6;0.125;41;67;0.9953;3.26;0.61;8.8;5
7.1;0.28;0.0;2.2;0.013;5;14;0.997;3.18;0.56;9.9;7
8.2;0.43;0.35;1.3;0.068;1;6;0.9959;3.28;0.54;11.4;6
8.7;0.71;0.25;7.4;0.031;10;23;0.9962;3.24;0.71;9.5;5
7.9;0.9;0.17;1.9;0.131;16;59;0.9981;3.57;0.49;9.4;3
8.9;0.24;0.32;1.4;0.032;20;58;0.996;3.12;0.69;10.3;7
6.1;0.19;0.26;2.8;0.082;4;8;0.9982;3.37;0.56;10.9;7
10.8;0.86;0.49;1.7;0.079;5;16;0.993;3.58;0.58;9.6;4
8.2;0.6;0.29;2.5;0.027;10;34;0.994;3.43;0.69;10.8;5
10.3;0.37;0.13;2.5;0.014;6;14;0.9923;3.14;0.57;10.5;6
8.9;0.62;0.46;2.1;0.044;25;98;0.9945;3.07;0.87;10.6;6
9.1;0.12;0.23;3.9;0.032;9;42;1.0002;3.35;0.63;8.4;7
9.3;0.53;0.37;1.7;0.111;20;43;0.9967;3.33;0.84;10.4;6
9.1;0.59;0.18;2.1;0.109;11;33;0.9953;3.5;0.53;10.2;5
9.4;0.69;0.14;2.4;0.049;19;61;0.9982;3.4;0.52;10.8;5
10.6;0.35;0.29;2.8;0.068;6;28;0.9985;3.24;0.38;9.7;6
8.7;0.54;0.27;3.5;0.068;22;54;0.9944;3.23;0.57;10.0;5
9.6;0.36;0.36;2.0;0.117;5;11;1.0014;3.11;0.62;11.0;6
8.2;0.57;0.22;2.8;0.045;10;24;0.9972;3.33;0.67;12.0;6
10.8;0.37;0.0;1.4;0.031;4;15;0.9975;3.09;0.78;9.0;6
7.1;0.45;0.19;5.2;0.03;9;21;0.9976;3.45;0.76;11.0;6
11.5;0.35;0.43;1.9;0.058;6;13;0.9976;3.4;0.85;11.7;7
8.3;0.64;0.21;3.2;0.048;5;15;0.9955;3.4;0.51;11.2;5
5.8;0.68;0.22;1.2;0.047;42;136;1.0007;3.11;0.66;11.7;5
8.5;0.49;0.46;1.5;0.018;3;12;0.9962;3.29;0.49;9.8;6
7.1;0.53;0.13;2.2;0.088;20;60;0.9985;3.25;0.73;11.7;5
